2,4.401291315,5.812478721,1
3,4.296544713,4.401291315,1
4,3.982271496,4.296544713,1
5,3.503059732,3.982271496,1
6,1.977325958,3.503059732,1
7,1.966847047,1.977325958,1
8,2.482284726,1.966847047,1
9,1.464034976,2.482284726,1
10,1.32118129,1.464034976,1
11,0.818198756,1.32118129,1
12,1.016074584,0.818198756,1
13,1.230800631,1.016074584,1
14,1.144019208,1.230800631,1
15,2.135356091,1.144019208,1
16,0.755353445,2.135356091,1
17,0.704880386,0.755353445,1
18,1.010223867,0.704880386,1
19,0.168044005,1.010223867,1
20,1.868340471,0.168044005,1
21,0.707821962,1.868340471,1
22,0.580266477,0.707821962,1
2,4.619324668,4.911123026,1
3,3.860485885,4.619324668,1
4,4.14393299,3.860485885,1
5,2.820617192,4.14393299,1
6,3.859975118,2.820617192,1
7,2.082803282,3.859975118,1
8,2.498859349,2.082803282,1
9,1.691282368,2.498859349,1
10,2.348825031,1.691282368,1
11,0.980073421,2.348825031,1
12,1.123423716,0.980073421,1
13,2.038112335,1.123423716,1
14,1.349805897,2.038112335,1
15,1.267202773,1.349805897,1
16,1.870010934,1.267202773,1
17,0.912928027,1.870010934,1
18,1.862981097,0.912928027,1
19,1.990435868,1.862981097,1
20,0.261662629,1.990435868,1
21,1.215390493,0.261662629,1
2,7.735467859,9.297031743,1
3,6.240135812,7.735467859,1
4,3.860826523,6.240135812,1
5,3.748441753,3.860826523,1
6,2.962933172,3.748441753,1
7,2.82461196,2.962933172,1
8,2.64939933,2.82461196,1
9,1.504183493,2.64939933,1
10,1.99040389,1.504183493,1
11,0.79542236,1.99040389,1
12,0.517344853,0.79542236,1
2,5.029570334,7.411577329,1
3,4.639113248,5.029570334,1
4,3.335650052,4.639113248,1
5,3.757482934,3.335650052,1
6,3.193720231,3.757482934,1
7,1.840036737,3.193720231,1
8,3.189033019,1.840036737,1
9,1.151038129,3.189033019,1
10,2.256890393,1.151038129,1
11,2.001310376,2.256890393,1
12,0.774755265,2.001310376,1
13,1.658773013,0.774755265,1
14,0.602941792,1.658773013,1
15,0.33859874,0.602941792,1
16,1.491023919,0.33859874,1
17,1.226146995,1.491023919,1
18,1.782211697,1.226146995,1
2,4.100316342,5.455211947,1
3,3.672666451,4.100316342,1
4,3.223793788,3.672666451,1
