5,3.560766647,3.223793788,1
6,2.397016298,3.560766647,1
7,2.311318819,2.397016298,1
8,2.047482174,2.311318819,1
9,2.426889969,2.047482174,1
10,2.71167896,2.426889969,1
11,2.695501887,2.71167896,1
12,2.330148223,2.695501887,1
13,0.992962816,2.330148223,1
14,1.341731162,0.992962816,1
15,1.45548859,1.341731162,1
16,2.054074191,1.45548859,1
17,0.531849153,2.054074191,1
18,2.009600329,0.531849153,1
19,0.671251868,2.009600329,1
20,1.09966362,0.671251868,1
21,2.123840675,1.09966362,1
22,1.927969036,2.123840675,1
2,5.920480134,7.250374349,1
3,5.08318777,5.920480134,1
4,5.472221203,5.08318777,1
5,4.72304385,5.472221203,1
6,4.19339223,4.72304385,1
7,2.900383158,4.19339223,1
8,1.873693796,2.900383158,1
9,1.596497805,1.873693796,1
10,2.273063904,1.596497805,1
11,2.060818532,2.273063904,1
12,0.852458973,2.060818532,1
13,1.81295569,0.852458973,1
14,2.294094668,1.81295569,1
15,1.581260439,2.294094668,1
16,0.660345283,1.581260439,1
17,1.257270664,0.660345283,1
18,0.300008745,1.257270664,1
19,0.787155913,0.300008745,1
2,3.451014707,3.169051965,1
3,3.323678355,3.451014707,1
4,2.704328911,3.323678355,1
5,2.055324312,2.704328911,1
6,1.89031368,2.055324312,1
7,1.584219919,1.89031368,1
8,0.68977047,1.584219919,1
9,1.611838025,0.68977047,1
10,1.07667706,1.611838025,1
11,1.568742024,1.07667706,1
12,0.443351709,1.568742024,1
13,2.090308004,0.443351709,1
14,0.677429562,2.090308004,1
15,0.37624519,0.677429562,1
16,0.453918487,0.37624519,1
17,1.081330745,0.453918487,1
18,1.931315716,1.081330745,1
19,0.507402892,1.931315716,1
20,1.653904481,0.507402892,1
21,1.887713997,1.653904481,1
22,1.404159432,1.887713997,1
23,1.321295034,1.404159432,1
24,1.146807417,1.321295034,1
25,0.836824487,1.146807417,1
2,5.97781783,6.420494911,1
3,5.833971074,5.97781783,1
4,5.089612994,5.833971074,1
5,3.167296965,5.089612994,1
6,2.746847403,3.167296965,1
7,3.638145869,2.746847403,1
8,4.026758296,3.638145869,1
9,3.077206984,4.026758296,1
10,3.601257134,3.077206984,1
11,2.165578885,3.601257134,1
12,2.546344087,2.165578885,1
13,1.519991522,2.546344087,1
14,1.670905315,1.519991522,1
15,1.450802525,1.670905315,1
16,1.334243548,1.450802525,1
17,1.628584978,1.334243548,1
18,0.908246532,1.628584978,1
19,1.651876118,0.908246532,1
20,1.349368616,1.651876118,1
21,1.045867305,1.349368616,1
22,1.845764499,1.045867305,1
2,5.199962875,4.967303885,2
3,3.490178717,5.199962875,2
4,3.935008813,3.490178717,2
5,2.340416251,3.935008813,2
6,1.961487527,2.340416251,2
7,1.441199645,1.961487527,2
8,2.248704676,1.441199645,2
9,1.318725242,2.248704676,2
10,0.805727255,1.318725242,2
11,1.407737782,0.805727255,2
12,2.043420436,1.407737782,2
2,4.125020296,3.692360682,2
3,3.380338064,4.125020296,2
4,2.373593068,3.380338064,2
5,2.87105872,2.373593068,2
6,2.565268297,2.87105872,2
7,2.168515705,2.565268297,2
8,2.819874615,2.168515705,2
9,1.405479232,2.819874615,2
10,1.744679253,1.405479232,2
11,2.569194364,1.744679253,2
12,2.423213822,2.569194364,2
13,1.785147455,2.423213822,2
2,5.300048216,6.242994439,2
3,4.375399974,5.300048216,2
4,2.50101261,4.375399974,2
5,2.658656416,2.50101261,2
6,1.826841324,2.658656416,2
7,0.991013261,1.826841324,2
8,0.953338588,0.991013261,2
9,1.397050779,0.953338588,2
10,0.49526102,1.397050779,2
11,0.623451148,0.49526102,2
12,1.731631898,0.623451148,2
2,4.388559632,5.458771907,2
3,3.539554454,4.388559632,2
4,3.056395095,3.539554454,2
5,2.346132046,3.056395095,2
6,2.380301001,2.346132046,2
7,2.046929749,2.380301001,2
8,1.067867572,2.046929749,2
9,2.696987861,1.067867572,2
10,1.63523975,2.696987861,2
11,1.715412326,1.63523975,2
12,1.523045988,1.715412326,2
13,1.230070283,1.523045988,2
14,1.909466626,1.230070283,2
2,4.27998221,3.02998764,2
3,2.652291226,4.27998221,2
4,3.544058813,2.652291226,2
5,2.553713453,3.544058813,2
6,3.075358604,2.553713453,2
7,2.412991311,3.075358604,2
8,1.116443241,2.412991311,2
9,2.395642905,1.116443241,2
10,1.924518393,2.395642905,2
11,1.686645669,1.924518393,2
12,2.069846912,1.686645669,2
2,2.325748801,3.457028843,2
3,2.559489643,2.325748801,2
4,1.138471553,2.559489643,2
5,1.441217237,1.138471553,2
6,1.603475404,1.441217237,2
7,1.560011665,1.603475404,2
8,2.057760751,1.560011665,2
9,2.163387491,2.057760751,2
10,1.111372359,2.163387491,2
11,1.557261395,1.111372359,2
12,1.228830443,1.557261395,2
13,1.811320792,1.228830443,2
14,0.943458799,1.811320792,2
15,1.431554131,0.943458799,2
16,1.410634232,1.431554131,2
17,1.283182685,1.410634232,2
2,4.841512776,5.72231153,2
3,2.582197198,4.841512776,2
4,3.648663212,2.582197198,2
5,3.152249874,3.648663212,2
6,2.059298334,3.152249874,2
7,1.14345115,2.059298334,2
8,2.391083627,1.14345115,2
9,1.438907134,2.391083627,2
10,2.047437187,1.438907134,2
11,2.328293303,2.047437187,2
12,1.918006529,2.328293303,2
13,0.8531795,1.918006529,2
14,1.574382141,0.8531795,2
15,0.272642168,1.574382141,2
2,5.420480852,5.970471393,2
3,4.337382907,5.420480852,2
4,4.266432857,4.337382907,2
5,4.005323292,4.266432857,2
6,4.562617343,4.005323292,2
7,4.401861215,4.562617343,2
8,3.99762061,4.401861215,2
9,3.492061756,3.99762061,2
10,1.872788131,3.492061756,2
11,2.014883248,1.872788131,2
12,2.298152896,2.014883248,2
13,1.862064401,2.298152896,2
2,4.327106628,3.602219132,3
3,2.995153771,4.327106628,3
4,3.488478725,2.995153771,3
5,2.004424236,3.488478725,3
6,2.147308962,2.004424236,3
7,1.895541723,2.147308962,3
8,1.887672808,1.895541723,3
9,1.999508876,1.887672808,3
10,1.131869534,1.999508876,3
11,2.255588936,1.131869534,3
12,1.837961312,2.255588936,3
13,0.904775902,1.837961312,3
14,1.432376561,0.904775902,3
15,0.452686785,1.432376561,3
16,1.210786504,0.452686785,3
2,3.632082121,2.457352627,3
3,1.66484649,3.632082121,3
4,1.56412048,1.66484649,3
5,2.149008185,1.56412048,3
6,2.196904864,2.149008185,3
7,1.006887801,2.196904864,3
8,2.389361014,1.006887801,3
9,2.399695381,2.389361014,3
10,0.672781306,2.399695381,3
11,1.912226448,0.672781306,3
12,1.506567062,1.912226448,3
13,0.64846797,1.506567062,3
14,2.183064122,0.64846797,3
15,1.36268256,2.183064122,3
16,1.295019288,1.36268256,3
2,1.674805283,3.63082393,3
3,1.978013582,1.674805283,3
4,2.689049543,1.978013582,3
5,2.446222976,2.689049543,3
6,0.861727391,2.446222976,3
7,2.105419365,0.861727391,3
8,1.39434469,2.105419365,3
9,1.760650675,1.39434469,3
10,0.433237867,1.760650675,3
11,2.010580084,0.433237867,3
12,1.710582999,2.010580084,3
13,1.366665968,1.710582999,3
14,1.090790603,1.366665968,3
15,0.690391098,1.090790603,3
16,0.968399789,0.690391098,3
2,4.444938232,5.192393385,3
3,4.022424707,4.444938232,3
4,2.617936453,4.022424707,3
5,2.317376007,2.617936453,3
6,1.395251895,2.317376007,3
7,1.180959926,1.395251895,3
8,2.42620194,1.180959926,3
9,2.16346456,2.42620194,3
10,1.223040464,2.16346456,3
11,2.334484714,1.223040464,3
12,0.505966161,2.334484714,3
13,1.816294655,0.505966161,3
14,1.995328439,1.816294655,3
15,1.552622986,1.995328439,3
16,0.400414254,1.552622986,3
2,5.354354961,5.940873721,3
3,3.95048649,5.354354961,3
4,3.287417677,3.95048649,3
5,4.099214776,3.287417677,3
6,2.193294505,4.099214776,3
7,1.623993715,2.193294505,3
8,3.183520934,1.623993715,3
9,1.57249692,3.183520934,3
10,1.425873914,1.57249692,3
11,2.769016414,1.425873914,3
12,2.684122053,2.769016414,3
13,0.624865486,2.684122053,3
14,0.733548343,0.624865486,3
15,0.830818167,0.733548343,3
16,1.746784467,0.830818167,3
2,2.173221069,3.373787277,3
3,2.06236754,2.173221069,3
4,1.44919096,2.06236754,3
5,0.707476015,1.44919096,3
6,1.716568114,0.707476015,3
7,0.651426767,1.716568114,3
8,0.406873416,0.651426767,3
9,1.542298618,0.406873416,3
10,2.128455074,1.542298618,3
11,1.415511079,2.128455074,3
12,0.447946062,1.415511079,3
13,0.595221336,0.447946062,3
14,0.838356907,0.595221336,3
15,1.992166267,0.838356907,3
16,1.325727391,1.992166267,3
2,3.922199997,5.608984235,3
3,4.274691416,3.922199997,3
4,1.795841725,4.274691416,3
5,2.874398974,1.795841725,3
6,2.867903305,2.874398974,3
7,1.475140451,2.867903305,3
8,0.70472758,1.475140451,3
9,1.255910314,0.70472758,3
10,0.61285108,1.255910314,3
11,0.572497987,0.61285108,3
12,1.493900585,0.572497987,3
13,0.657815971,1.493900585,3
14,0.880932446,0.657815971,3
15,1.711613945,0.880932446,3
16,0.972410139,1.711613945,3
2,4.913135433,5.448585308,3
3,3.791362715,4.913135433,3
4,4.434863849,3.791362715,3
5,4.333426281,4.434863849,3
6,3.363605016,4.333426281,3
7,2.036770953,3.363605016,3
8,3.630845119,2.036770953,3
9,1.883581971,3.630845119,3
10,3.347586689,1.883581971,3
11,2.845364129,3.347586689,3
12,2.400400059,2.845364129,3
13,1.488290595,2.400400059,3
14,1.649029219,1.488290595,3
15,1.860067861,1.649029219,3
16,1.008188016,1.860067861,3
